"MS.Zoning","Lot.Area","Alley","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Exterior.1st","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Total.Bsmt.SF","Heating.QC","Central.Air","Electrical","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Cars","Garage.Area","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Fence","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
"FV",10440,"NP","Reg","Lvl","Corner","Gtl","Somerst","Norm","1Fam","1Story",6,5,2005,2005,"Gable","VinylSd","None",0,"Gd","TA","PConc","Ex",1468,"Ex","Y","SBrkr",1468,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2,528,"Y",0,102,0,0,216,0,"NP",0,5,2010,"WD ","Normal",271500
"RL",10142,"NP","Irreg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",7,5,2004,2004,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",956,"Ex","Y","SBrkr",2084,1,0,2,1,4,1,"Gd",8,"Typ",0,"NP","BuiltIn",2,618,"Y",0,45,0,0,0,0,"NP",0,1,2010,"WD ","Normal",233000
"RL",11920,"NP","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",7,5,2004,2004,"Gable","VinylSd","Brick",122,"Gd","TA","PConc","Gd",831,"Ex","Y","SBrkr",1659,0,0,2,1,3,1,"Gd",8,"Typ",0,"NP","Attchd",2,484,"Y",144,68,0,0,0,0,"NP",0,4,2010,"WD ","Normal",181000
"RL",8880,"NP","Irreg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",7,5,1994,2002,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",948,"Ex","Y","SBrkr",2110,1,0,2,1,3,1,"Gd",8,"Typ",2,"TA","Attchd",2,463,"Y",0,130,0,0,0,0,"NP",0,5,2010,"WD ","Normal",205000
"RL",8012,"NP","Reg","Lvl","Inside","Gtl","SawyerW","Norm","townhouse","1Story",6,5,1980,1980,"Gable","Plywood","None",0,"TA","TA","CBlock","Gd",923,"TA","Y","SBrkr",923,0,0,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1,264,"Y",80,0,0,0,0,0,"NP",0,5,2010,"WD ","Normal",143000
"RL",11218,"NP","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",6,5,1992,1992,"Gable","Wood","None",0,"Gd","TA","PConc","Gd",1055,"Ex","Y","SBrkr",1845,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",2,462,"Y",635,104,0,0,0,0,"GdPrv",400,5,2010,"WD ","Normal",189000
"RL",7892,"NP","Reg","Lvl","Inside","Gtl","SawyerW","Norm","townhouse","1Story",6,5,1979,1979,"Gable","Plywood","None",0,"TA","TA","CBlock","Gd",918,"TA","Y","SBrkr",918,0,0,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1,264,"Y",28,0,0,0,0,0,"NP",0,4,2010,"WD ","Normal",99500
"RL",7175,"NP","Reg","Lvl","Inside","Gtl","SawyerW","Norm","townhouse","1Story",6,5,1984,1984,"Gable","Plywood","None",0,"TA","TA","CBlock","Gd",744,"TA","Y","SBrkr",752,1,0,1,0,2,1,"TA",4,"Typ",0,"NP","Attchd",1,264,"Y",353,0,0,0,90,0,"MnPrv",0,2,2010,"WD ","Normal",125000
"RL",9453,"NP","Irreg","Lvl","CulDSac","Gtl","SawyerW","RR","1Fam","2Story",7,7,1993,2003,"Gable","HdBoard","None",0,"Gd","TA","PConc","Gd",996,"Ex","Y","SBrkr",1744,0,0,2,1,3,1,"Gd",7,"Typ",0,"NP","Attchd",2,457,"Y",370,70,0,238,0,0,"NP",0,2,2010,"WD ","Normal",194500
"RL",9672,"NP","Reg","Lvl","Corner","Gtl","SawyerW","Norm","1Fam","1Story",6,5,1984,1985,"Hip","HdBoard","None",0,"TA","TA","PConc","Gd",1040,"TA","Y","SBrkr",1097,0,0,2,0,3,1,"TA",6,"Typ",0,"NP","Attchd",2,480,"Y",0,0,0,0,0,0,"GdPrv",0,5,2010,"WD ","Normal",152000
"RL",8400,"NP","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",6,6,1980,1981,"Gable","HdBoard","Brick",130,"TA","TA","CBlock","Gd",650,"TA","Y","SBrkr",1564,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2,476,"Y",0,50,0,0,204,0,"MnPrv",0,4,2010,"WD ","Normal",171000
"RM",9800,"NP","Reg","Lvl","Corner","Gtl","SawyerW","Street","1Fam","1Story",5,5,1920,1950,"Gable","Wood","None",0,"TA","TA","BrkTil","TA",816,"TA","N","FuseA",1012,0,0,1,0,2,1,"TA",5,"Typ",0,"NP","Detchd",1,429,"Y",121,0,80,0,0,0,"NP",0,4,2010,"WD ","Normal",67500
"RL",11782,"NP","Irreg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","SFoyer",5,7,1961,1995,"Gable","HdBoard","None",0,"TA","TA","CBlock","TA",1109,"TA","Y","SBrkr",1155,1,0,1,0,3,1,"Gd",6,"ATyp",0,"NP","Detchd",2,576,"Y",192,0,0,0,0,0,"MnPrv",400,6,2010,"WD ","Normal",148000
"RL",8450,"NP","Reg","Lvl","Inside","Gtl","Sawyer","RR","1Fam","1Story",5,8,1965,2009,"Gable","MetalSd","None",0,"TA","Gd","CBlock","TA",894,"Ex","Y","SBrkr",894,1,0,1,0,3,1,"TA",5,"Typ",1,"Gd","Detchd",1,336,"Y",416,144,0,0,0,0,"MnPrv",0,4,2010,"WD ","Normal",138500
"RL",9819,"NP","Irreg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,1967,1967,"Gable","MetalSd","Brick",31,"TA","Gd","CBlock","TA",882,"TA","Y","SBrkr",900,0,0,1,0,3,1,"TA",5,"Typ",0,"NP","Detchd",1,280,"Y",0,0,0,0,0,0,"MnPrv",0,2,2010,"WD ","Normal",122000
"RL",7500,"NP","Reg","Lvl","Corner","Gtl","Sawyer","Street","1Fam","1Story",5,5,1963,1963,"Gable","HdBoard","None",0,"TA","TA","CBlock","TA",1040,"Ta","Y","SBrkr",1040,1,0,1,1,3,1,"TA",5,"Typ",0,"NP","Attchd",1,308,"Y",0,0,220,0,0,0,"MnPrv",0,6,2010,"WD ","Normal",133000
"RL",6897,"NP","Irreg","Lvl","Corner","Gtl","Sawyer","Norm","1Fam","1Story",5,8,1962,2010,"Gable","HdBoard","None",0,"TA","Gd","CBlock","TA",1040,"Ex","Y","SBrkr",1040,1,0,1,1,3,1,"TA",6,"Typ",0,"NP","Detchd",1,260,"Y",0,104,0,0,0,0,"NP",0,4,2010,"WD ","Normal",127000
"RL",15410,"NP","Irreg","Lvl","CulDSac","Gtl","Sawyer","RR","1Fam","1Story",6,6,1974,2002,"Hip","Plywood","Brick",250,"TA","Gd","CBlock","TA",1208,"Ex","Y","SBrkr",1494,1,0,2,0,3,1,"TA",7,"Typ",2,"TA","Attchd",2,461,"Y",296,0,186,0,0,0,"GdPrv",0,4,2010,"WD ","Abnorml",169000
"RL",10186,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","1Fam","2Story",7,5,1992,1992,"Gable","HdBoard","None",0,"Gd","TA","PConc","Gd",750,"Ex","Y","SBrkr",1923,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",2,564,"Y",240,39,0,0,0,0,"NP",0,6,2010,"WD ","Normal",190000
"RL",13143,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","1Fam","2Story",8,5,1993,1993,"Gable","HdBoard","Brick",504,"Gd","TA","PConc","Gd",1231,"Ex","Y","SBrkr",2349,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",3,762,"Y",32,130,0,0,0,0,"NP",0,6,2010,"WD ","Normal",362500
"RL",11134,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","1Fam","2Story",8,5,1992,1993,"Gable","HdBoard","Brick",180,"Gd","TA","PConc","Gd",1390,"Ex","Y","SBrkr",2225,1,0,2,1,4,1,"Gd",7,"Typ",1,"TA","Attchd",3,713,"Y",198,30,0,0,0,0,"NP",0,6,2010,"WD ","Normal",285000
"FV",4835,"NP","Irreg","Lvl","CulDSac","Gtl","Somerst","Norm","townhouse","1Story",7,5,2004,2005,"Gable","MetalSd","None",0,"Gd","TA","PConc","Ex",1488,"Ex","Y","SBrkr",1488,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2,506,"Y",168,50,0,0,0,0,"NP",0,3,2010,"WD ","Normal",260000
"FV",3515,"P","Reg","Lvl","Inside","Gtl","Somerst","Norm","townhouse","2Story",7,5,2004,2004,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",840,"Ex","Y","SBrkr",1680,0,0,2,1,2,1,"Gd",3,"Typ",0,"NP","Attchd",2,588,"Y",0,111,0,0,0,0,"NP",0,1,2010,"WD ","Normal",190000
"FV",3215,"P","Reg","Lvl","Inside","Gtl","Somerst","Norm","townhouse","2Story",7,5,2004,2004,"Gable","MetalSd","Brick",120,"Gd","TA","PConc","Gd",600,"Ex","Y","SBrkr",1200,0,0,2,1,2,1,"Gd",4,"Typ",0,"NP","Detchd",2,480,"Y",0,172,0,0,0,0,"NP",0,4,2010,"Contract","Normal",155000
"FV",3182,"P","Reg","Lvl","Inside","Gtl","Somerst","Norm","townhouse","2Story",7,5,2004,2005,"Gable","MetalSd","None",0,"Gd","TA","PConc","Gd",600,"Ex","Y","SBrkr",1200,0,0,2,1,2,1,"Gd",4,"Typ",0,"NP","Detchd",2,480,"Y",0,172,0,0,0,0,"NP",0,6,2010,"WD ","Normal",151000
"FV",2544,"P","Reg","Lvl","Inside","Gtl","Somerst","Norm","townhouse","2Story",7,5,2004,2005,"Gable","MetalSd","None",0,"Gd","TA","PConc","Gd",600,"Ex","Y","SBrkr",1200,1,0,2,1,2,1,"Gd",4,"Typ",0,"NP","Detchd",2,480,"Y",0,172,0,0,0,0,"NP",0,2,2010,"WD ","Normal",149500
"FV",2544,"P","Reg","Lvl","Inside","Gtl","Somerst","Norm","townhouse","2Story",6,5,2005,2005,"Gable","VinylSd","Brick",216,"Gd","TA","PConc","Gd",600,"Ex","Y","SBrkr",1236,1,0,2,1,2,1,"Gd",4,"Typ",0,"NP","Detchd",2,480,"Y",0,166,0,0,0,0,"NP",0,5,2010,"WD ","Normal",152000
"FV",4403,"NP","Irreg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",7,5,2009,2009,"Gable","MetalSd","Stone",432,"Ex","TA","PConc","Ex",1470,"Ex","Y","SBrkr",1478,1,0,2,1,2,1,"Gd",7,"Typ",1,"Gd","Attchd",2,484,"Y",0,144,0,0,0,0,"NP",0,6,2010,"New","Partial",222000
"FV",2117,"NP","Reg","Lvl","Inside","Gtl","Somerst","Norm","townhouse","2Story",6,5,2000,2000,"Gable","MetalSd","Brick",216,"Gd","TA","PConc","Gd",756,"Ex","Y","SBrkr",1573,0,0,2,1,3,1,"Gd",5,"Typ",0,"NP","Detchd",2,440,"Y",0,32,0,0,0,0,"NP",0,6,2010,"WD ","Normal",177500
"FV",2980,"NP","Reg","Lvl","Corner","Gtl","Somerst","Norm","townhouse","2Story",6,5,2000,2000,"Gable","MetalSd","Brick",1159,"Gd","TA","PConc","Gd",756,"Ex","Y","SBrkr",1512,1,0,2,1,2,1,"Gd",5,"Typ",0,"NP","Detchd",2,440,"Y",0,32,0,0,0,0,"NP",0,5,2010,"WD ","Normal",177000
"FV",2572,"NP","Reg","Lvl","FR","Gtl","Somerst","Norm","townhouse","2Story",7,5,1999,1999,"Hip","MetalSd","None",0,"Gd","TA","PConc","Gd",696,"Ex","Y","SBrkr",1416,1,0,2,1,3,1,"Gd",6,"Typ",0,"NP","Detchd",2,484,"Y",0,44,0,0,0,0,"NP",0,5,2010,"WD ","Normal",155000
"FV",2403,"NP","Irreg","Lvl","FR","Gtl","Somerst","Norm","townhouse","2Story",7,5,2003,2003,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",530,"Ex","Y","SBrkr",1080,0,0,2,1,2,1,"Gd",4,"Typ",0,"NP","Attchd",2,496,"Y",0,50,0,0,0,0,"NP",0,6,2010,"WD ","Normal",147110
"FV",12853,"P","Irreg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,2010,2010,"Gable","CemntBd","None",0,"Gd","TA","PConc","Ex",1642,"Ex","Y","SBrkr",1418,1,0,1,1,1,1,"Gd",6,"Typ",1,"Gd","Attchd",3,852,"Y",160,192,0,224,0,0,"NP",0,4,2010,"New","Partial",267916
"FV",7379,"NP","Irreg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",8,5,2000,2000,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",975,"Ex","Y","SBrkr",1848,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2,592,"Y",280,184,0,0,0,0,"NP",0,4,2010,"WD ","Normal",254000
"RL",13517,"NP","Irreg","Lvl","CulDSac","Gtl","Sawyer","RR","1Fam","2Story",6,8,1976,2005,"Gable","HdBoard","Brick",289,"Gd","TA","CBlock","TA",725,"Ex","Y","SBrkr",1479,0,0,2,1,3,1,"Gd",6,"Typ",0,"NP","Attchd",2,475,"Y",0,44,0,0,0,0,"NP",0,3,2010,"WD ","Normal",130500
"FV",8000,"NP","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",7,5,2002,2002,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",1492,"Ex","Y","SBrkr",1492,1,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2,596,"Y",277,137,0,0,0,0,"NP",0,4,2010,"WD ","Normal",230000
"RL",10456,"NP","Irreg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,6,1967,1967,"Hip","HdBoard","Brick",120,"TA","TA","CBlock","TA",1829,"Gd","Y","SBrkr",1829,1,0,2,0,4,1,"TA",8,"Typ",0,"NP","Attchd",2,535,"Y",0,76,0,0,0,0,"NP",0,5,2010,"WD ","Normal",218500
"RL",10791,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",6,5,1993,1993,"Gable","MetalSd","None",0,"TA","TA","PConc","Gd",1280,"Ex","Y","SBrkr",2495,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",2,660,"Y",224,32,0,0,0,0,"NP",0,3,2010,"WD ","Normal",243500
"RL",10603,"NP","Irreg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,7,1977,2001,"Gable","Plywood","Brick",28,"TA","TA","PConc","TA",1610,"Gd","Y","SBrkr",1610,1,0,2,0,3,1,"Gd",6,"Typ",2,"TA","Attchd",2,480,"Y",168,68,0,0,0,0,"NP",0,2,2010,"WD ","Normal",205000
"RL",18837,"NP","Irreg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1.5Fin",6,5,1978,1978,"Gable","MetalSd","None",0,"TA","TA","PConc","Gd",1224,"TA","Y","SBrkr",1891,0,1,3,0,3,1,"TA",7,"Typ",1,"TA","Attchd",2,678,"Y",0,69,0,0,0,0,"NP",0,4,2010,"WD ","Normal",212500
"RL",10421,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",7,5,1988,1988,"Gable","HdBoard","Brick",42,"TA","TA","CBlock","Gd",980,"TA","Y","SBrkr",1714,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2,496,"Y",228,66,156,0,0,0,"MnPrv",500,3,2010,"WD ","Normal",196500
"RL",9360,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,7,1972,2006,"Hip","Plywood","None",0,"TA","TA","CBlock","TA",1161,"TA","Y","SBrkr",1381,1,0,1,1,3,1,"Gd",5,"Typ",1,"TA","Attchd",2,676,"Y",0,0,0,0,0,0,"NP",0,3,2010,"WD ","Normal",197500
"RL",9600,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",6,6,1971,1971,"Gable","MetalSd","None",0,"TA","TA","CBlock","TA",715,"TA","Y","SBrkr",1645,0,0,1,2,4,1,"TA",7,"Typ",0,"NP","Attchd",2,441,"Y",0,78,0,0,0,0,"GdWo",0,6,2010,"WD ","Normal",171000
"RL",9600,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1966,1966,"Hip","VinylSd","Brick",172,"TA","TA","CBlock","TA",1232,"TA","Y","SBrkr",1232,1,0,1,1,3,1,"TA",6,"Typ",0,"NP","Attchd",2,490,"Y",0,224,0,0,0,0,"NP",0,4,2010,"WD ","Normal",142250
"RL",9790,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Street","1Fam","1Story",6,5,1963,1963,"Hip","HdBoard","Brick",451,"TA","TA","CBlock","TA",1328,"TA","Y","SBrkr",1328,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",2,528,"Y",0,26,0,0,0,0,"NP",0,6,2010,"WD ","Normal",143000
"RL",9320,"NP","Irreg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,5,1959,1959,"Gable","Plywood","None",0,"TA","TA","CBlock","TA",950,"Ta","Y","SBrkr",1225,1,0,1,1,3,1,"TA",6,"Typ",0,"NP","NP",0,0,"Y",352,0,0,0,0,0,"NP",400,1,2010,"WD ","Normal",128950
"RL",9900,"NP","Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",5,5,1966,1966,"Hip","HdBoard","None",0,"TA","TA","PConc","Gd",1209,"Gd","Y","SBrkr",1209,1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",2,504,"Y",0,0,120,0,0,0,"NP",0,4,2010,"Contract","Normal",159000
"RL",9680,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1967,1967,"Gable","Wood","Brick",268,"TA","TA","CBlock","TA",1510,"Ex","Y","SBrkr",1510,1,0,2,0,3,1,"Gd",6,"Typ",0,"NP","Attchd",2,517,"Y",0,40,0,0,204,0,"GdPrv",0,4,2010,"WD ","Normal",178900
"RL",10600,"P","Irreg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl",6,5,1964,1964,"Gable","HdBoard","None",0,"TA","TA","CBlock","TA",533,"TA","Y","SBrkr",1775,0,0,2,0,3,1,"TA",8,"Typ",0,"NP","Attchd",2,480,"Y",0,172,0,0,0,0,"NP",0,5,2010,"Oth","Family",136300
"RL",14112,"NP","Irreg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","SLvl",5,7,1964,1964,"Hip","Wood","Brick",86,"TA","TA","PConc","TA",1152,"TA","Y","SBrkr",1152,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",2,484,"Y",227,0,0,0,0,0,"NP",0,4,2010,"WD ","Normal",180500
"RL",8800,"NP","Reg","Lvl","Inside","Gtl","NAmes","Street","1Fam","SFoyer",6,7,1963,1963,"Gable","MetalSd","Brick",156,"TA","Gd","PConc","TA",936,"Ex","Y","SBrkr",1054,1,0,1,0,3,1,"Gd",6,"Typ",0,"NP","Attchd",2,480,"Y",120,0,0,0,0,0,"MnPrv",0,5,2010,"WD ","Abnorml",137500
"RL",13260,"NP","Irreg","Lvl","Inside","Gtl","NAmes","Norm","multifam","1Story",5,6,1962,2001,"Hip","HdBoard","Brick",144,"TA","TA","CBlock","TA",1728,"TA","Y","SBrkr",1728,2,0,2,0,6,2,"TA",10,"Typ",0,"NP","NP",0,0,"Y",0,0,0,0,0,0,"NP",0,1,2010,"Oth","Abnorml",84900
"RL",9717,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1950,1996,"Hip","MetalSd","None",0,"TA","TA","CBlock","TA",1078,"Gd","Y","FuseA",1078,1,0,1,0,2,1,"Gd",5,"Typ",0,"NP","Attchd",1,240,"Y",366,0,112,0,0,0,"NP",0,4,2010,"WD ","Normal",142125
"RL",9724,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1.5Fin",5,7,1952,2002,"Gable","MetalSd","Brick",265,"Gd","TA","CBlock","TA",1140,"Gd","Y","SBrkr",2461,0,0,2,0,3,1,"TA",7,"ATyp",2,"Gd","Detchd",2,400,"Y",0,0,0,0,0,0,"GdWo",0,3,2010,"WD ","Normal",197600
"RL",17360,"NP","Reg","Lvl","Corner","Gtl","NAmes","Street","1Fam","1.5Fin",6,6,1949,1950,"Gable","MetalSd","Stone",340,"TA","Gd","CBlock","TA",782,"TA","Y","SBrkr",1556,0,0,2,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",2,470,"Y",0,0,150,0,0,0,"NP",0,1,2010,"WD ","Normal",172500
"RL",7207,"NP","Irreg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story",5,7,1958,2008,"Gable","Wood","None",0,"TA","Gd","CBlock","TA",858,"Gd","Y","SBrkr",858,1,0,1,0,2,1,"TA",4,"Typ",0,"NP","NP",0,0,"Y",117,0,0,0,0,0,"NP",0,2,2010,"WD ","Normal",116500
"RL",9920,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1954,1954,"Gable","HdBoard","Stone",110,"TA","TA","CBlock","TA",1056,"TA","Y","SBrkr",1063,1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",1,280,"Y",0,0,164,0,0,0,"MnPrv",0,2,2010,"WD ","Normal",128000
"RL",7800,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1954,1954,"Gable","HdBoard","Brick",200,"TA","TA","PConc","TA",1268,"Gd","Y","SBrkr",1268,0,0,1,0,2,1,"TA",7,"Typ",1,"Gd","Attchd",1,244,"Y",0,98,0,0,0,0,"NP",0,3,2010,"WD ","Normal",132000
"RL",11380,"NP","Irreg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SFoyer",6,8,1966,2008,"Gable","HdBoard","Brick",216,"TA","TA","CBlock","TA",1080,"Gd","Y","SBrkr",1128,1,0,1,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",1,315,"Y",238,0,0,0,0,0,"NP",1500,1,2010,"WD ","Normal",178000
"RL",11600,"NP","Reg","Lvl","Corner","Gtl","NAmes","Street","multifam","2Story",5,5,1960,1960,"Gable","MetalSd","Brick",361,"TA","TA","CBlock","TA",1105,"TA","Y","FuseA",2274,0,0,2,0,5,2,"TA",12,"Typ",0,"NP","Detchd",2,480,"Y",0,0,0,0,0,0,"NP",0,1,2010,"WD ","Normal",154300
"RL",8267,"NP","Reg","Lvl","Corner","Gtl","NAmes","Street","multifam","1Story",5,5,1958,1958,"Gable","HdBoard","None",0,"TA","TA","CBlock","TA",1604,"TA","Y","SBrkr",1604,0,0,2,0,4,2,"TA",8,"Typ",0,"NP","Attchd",2,576,"Y",42,0,0,0,0,0,"NP",0,3,2010,"WD ","Normal",135000
"RL",8197,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",7,5,2003,2009,"Gable","VinylSd","Brick",506,"Gd","TA","PConc","Gd",1480,"Ex","Y","SBrkr",1480,1,0,2,0,3,1,"Gd",7,"Typ",0,"NP","Attchd",2,620,"Y",252,73,0,0,0,0,"MnPrv",300,2,2010,"WD ","Normal",214000
"RL",8050,"NP","Irreg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1959,1959,"Hip","MetalSd","Brick",150,"TA","TA","CBlock","TA",1143,"TA","Y","SBrkr",1143,1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",1,308,"Y",0,0,0,0,0,0,"GdPrv",0,5,2010,"WD ","Normal",136000
"RL",10552,"NP","Irreg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1959,1959,"Hip","Brick","None",0,"TA","TA","CBlock","TA",1398,"Gd","Y","SBrkr",1700,0,1,1,1,4,1,"Gd",6,"Typ",1,"Gd","Attchd",2,447,"Y",0,38,0,0,0,0,"NP",0,4,2010,"WD ","Normal",165500
"RL",8400,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1957,1957,"Gable","MetalSd","None",0,"TA","Gd","CBlock","TA",1314,"TA","Y","SBrkr",1314,1,0,1,0,3,1,"TA",5,"Typ",0,"NP","Attchd",1,294,"Y",250,0,0,0,0,0,"NP",0,6,2010,"WD ","Normal",145000
"RL",8760,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1959,1959,"Hip","MetalSd","Brick",220,"TA","TA","CBlock","TA",1194,"TA","Y","SBrkr",1194,1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",1,312,"Y",0,0,120,0,0,0,"NP",0,4,2010,"WD ","Normal",148000
"RL",12160,"NP","Irreg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1959,1959,"Hip","Plywood","Brick",180,"TA","TA","CBlock","TA",1188,"Ta","Y","SBrkr",1188,1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",2,531,"Y",0,0,0,0,0,0,"MnPrv",0,5,2010,"Oth","Abnorml",142000
"RL",9300,"NP","Reg","Lvl","Inside","Gtl","NAmes","Street","1Fam","1Story",5,5,1960,1960,"Gable","MetalSd","Brick",324,"TA","TA","CBlock","TA",1268,"TA","Y","SBrkr",1264,1,0,1,0,3,1,"TA",6,"Typ",2,"Gd","Attchd",2,461,"Y",0,0,0,0,143,0,"NP",0,4,2010,"WD ","Normal",167500
"RL",10725,"NP","Irreg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1959,1959,"Hip","MetalSd","Brick",91,"TA","TA","CBlock","TA",1206,"Ta","Y","SBrkr",1206,0,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",1,312,"Y",0,21,0,0,0,0,"NP",0,5,2010,"WD ","Normal",108538
"RL",10032,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,1959,1959,"Gable","Wood","Stone",432,"TA","TA","CBlock","TA",1244,"Ex","Y","SBrkr",1580,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",2,440,"Y",0,28,0,0,160,0,"GdWo",0,6,2010,"WD ","Normal",159500
"RL",8382,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1.5Fin",4,5,1956,1956,"Gable","MetalSd","None",0,"TA","TA","CBlock","TA",832,"TA","Y","FuseA",1337,0,0,1,0,3,1,"TA",5,"Typ",0,"NP","Attchd",1,263,"Y",0,0,0,0,0,0,"NP",0,2,2010,"WD ","Normal",108000
"RL",10950,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1952,1952,"Gable","Wood","None",0,"TA","TA","CBlock","TA",864,"TA","Y","SBrkr",1064,0,1,1,0,2,1,"TA",4,"Typ",0,"NP","Detchd",1,318,"Y",0,0,0,0,0,0,"NP",0,5,2010,"WD ","Normal",135000
